index,Best Performance
2132,0.92
2133,0.97
2134,0.99
2135,0.9
2136,0.85
2137,0.75
2138,0.59
2139,0.98
2140,0.9
2141,0.78
2142,0.94
2143,0.82
2144,0.63
2145,1.0
2146,1.0
2147,0.4
2148,0.7
2149,1.0
2150,0.79
2151,0.47
2152,0.69
2153,0.97
2154,0.98
2155,0.79
2156,0.98
2157,0.85
2158,0.8
2159,1.0
2160,0.77
2161,0.91
2162,0.67
2163,0.99
2164,0.75
2165,0.98
2166,0.94
2167,1.0
2168,0.96
2169,0.8
2170,0.71
2171,0.91
2172,0.85
2173,0.92
2174,0.85
2175,0.82
2176,0.96
2177,1.0
2178,0.98
2179,1.0
2180,0.94
2181,0.88
2182,0.54
2183,0.46
2184,0.89
2185,0.88
2186,0.92
2187,0.8
2188,1.0
2189,0.6
2190,1.0
2191,0.62
2192,0.95
2193,0.99
2194,0.99
2195,0.61
2196,0.98
2197,1.0
2198,0.6926190476190475
2199,0.95
2200,0.67
2201,0.89
2202,0.86
2203,0.27
2204,0.79
2205,0.83
2206,0.36
2207,0.95
2208,0.95
2209,0.9933333333333333
2210,0.58
2211,0.95
2212,0.99
2213,0.73
2214,1.0
2215,0.93
2216,0.9
2217,0.99
2218,0.98
2219,1.0
2220,0.9
2221,1.0
2222,0.99
2223,0.98
2224,0.97
2225,0.74
2226,0.34
2227,0.9
2228,0.99
2229,0.36
2230,0.88
2231,0.95
2232,0.75
2233,0.68
2234,1.0
2235,0.98
2236,0.88
2237,0.83
2238,1.0
2239,0.97
2240,0.41
2241,0.92
2242,1.0
2243,0.64
2244,1.0
2245,0.89
2246,0.3
2247,0.95
2248,0.84
2249,0.98
2250,0.9
2251,0.75
2252,0.93
2253,1.0
2254,0.97
2255,0.99
2256,1.0
2257,0.79
2258,0.96
2259,0.93
2260,0.88
2261,0.58
2262,0.98
2263,0.99
2264,0.98
2265,0.99
2266,0.39
2267,0.92
2268,1.0
2269,0.38
2270,0.89
2271,1.0
2272,0.86
2273,0.47
2274,0.72
2275,0.98
2276,0.84
2277,0.77
2278,0.98
2279,0.98
2280,0.87
2281,0.51
2282,0.95
2283,0.93
2284,0.26
2285,0.62
2286,0.96
2287,0.75
2288,0.72
2289,0.65
2290,0.79
2291,0.98
2292,0.81
2293,0.83
2294,0.53
2295,0.36
2296,0.68
2297,0.56
2298,0.77
2299,0.98
2300,0.93
2301,0.98
2302,0.93
2303,0.78
2304,0.83
2305,0.99
2306,0.99
2307,0.77
2308,1.0
2309,0.97
2310,1.0
2311,0.98
2312,0.93
2313,1.0
2314,1.0
2315,0.79
2316,0.26
2317,0.45
2318,0.97
2319,0.97
2320,1.0
2321,0.86
2322,0.94
2323,0.53
2324,0.96
2325,0.99
2326,0.86
2327,0.95
2328,0.92
2329,0.52
2330,0.94
2331,0.96
2332,0.85
2333,0.87
2334,0.97
2335,0.94
2336,0.94
2337,0.8
2338,0.69
2339,0.95
2340,1.0
2341,0.97
2342,1.0
2343,0.94
2344,0.99
2345,0.91
2346,0.92
2347,0.59
2348,1.0
2349,0.81
2350,0.96
2351,0.34
2352,0.84
2353,0.87
2354,0.52
2355,0.96
2356,0.97
2357,0.78
2358,0.8
2359,0.47
2360,0.93
2361,0.69
2362,0.92
2363,0.96
2364,0.97
2365,0.99
2366,0.85
2367,0.98
2368,0.96
2369,0.76
2370,0.96
2371,0.94
2372,0.98
2373,0.87
2374,0.45
2375,0.38
2376,0.99
2377,0.91
2378,0.94
2379,0.37
2380,0.97
2381,0.08
2382,1.0
2383,0.99
2384,0.65
2385,0.89
2386,0.91
2387,0.97
2388,0.99
2389,0.97
2390,0.94
2391,0.83
2392,0.94
2393,0.54
2394,0.95
2395,0.85
2396,1.0
2397,0.43
2398,0.96
2399,0.97
2400,1.0
2401,0.93
2402,0.97
2403,0.69
2404,0.65
2405,0.83
2406,0.81
2407,0.79
2408,0.98
2409,0.99
2410,0.43
2411,0.95
2412,0.85
2413,0.96
2414,0.52
2415,1.0
2416,0.44
2417,0.95
2418,0.84
2419,0.94
2420,0.96
2421,0.85
2422,0.95
2423,0.93
2424,0.58
2425,0.94
2426,0.99
2427,1.0
2428,0.93
2429,0.93
2430,0.99
2431,1.0
2432,0.94
2433,0.58
2434,0.8
2435,0.71
2436,0.87
2437,0.42
2438,0.82
2439,0.95
2440,1.0
2441,0.75
2442,0.97
2443,0.87
2444,0.75
2445,0.61
2446,0.86
2447,0.76
2448,0.9725
2449,0.9
2450,0.94
2451,0.88
2452,0.98
2453,0.84
2454,0.77
2455,0.98
2456,0.83
2457,0.91
2458,0.8
2459,0.94
2460,0.94
2461,0.96
2462,0.89
2463,0.97
2464,0.32
2465,0.95
2466,0.67
2467,0.98
2468,0.89
2469,1.0
2470,0.34
2471,0.99
2472,0.95
2473,0.93
2474,0.72
2475,0.87
2476,0.94
2477,1.0
2478,0.92
2479,0.9
2480,0.92
2481,0.79
2482,0.92
2483,0.97
2484,0.2
2485,0.85
2486,0.86
2487,0.91
2488,0.88
2489,0.99
2490,0.68
2491,0.96
2492,0.81
2493,0.93
2494,1.0
2495,0.59
2496,0.35
2497,0.98
2498,0.93
2499,0.69
2500,0.68
2501,0.91
2502,0.99
2503,0.98
2504,0.81
2505,0.93
2506,0.85
2507,0.95
2508,0.83
2509,0.31
2510,1.0
2511,0.96
2512,0.98
2513,0.76
2514,0.83
2515,0.78
2516,0.83
2517,0.7
2518,0.74
2519,0.93
2520,0.87
2521,0.91
2522,0.99
2523,0.98
2524,0.99
2525,0.8
2526,1.0
2527,0.96
2528,0.86
2529,0.99
2530,0.81
2531,0.93
2532,0.79
2533,0.3
2534,0.97
2535,0.45
2536,0.97
2537,0.99
2538,1.0
2539,0.98
2540,0.67
2541,0.96
2542,0.97
2543,1.0
2544,1.0
2545,0.9
2546,0.9933333333333333
2547,0.92
2548,1.0
2549,1.0
2550,1.0
2551,0.84
2552,0.84
2553,0.95
2554,0.93
2555,0.62
2556,0.51
2557,0.7
2558,0.99
2559,0.95
2560,0.96
2561,0.97
2562,0.96
2563,0.98
2564,0.96
2565,0.98
2566,0.78
2567,0.79
2568,0.83
2569,0.95
2570,0.84
2571,1.0
2572,0.94
2573,0.89
2574,0.93
2575,0.52
2576,0.79
2577,0.91
2578,0.95
2579,0.88
2580,0.18
2581,0.94
2582,0.44
2583,0.95
2584,0.98
2585,0.99
2586,0.77
2587,1.0
2588,0.99
2589,0.81
2590,0.91
2591,0.81
2592,0.99
2593,0.96
2594,0.83
2595,0.8
2596,1.0
2597,0.89
2598,1.0
2599,0.96
2600,0.97
2601,0.81
2602,0.98
2603,0.96
2604,1.0
2605,0.92
2606,0.72
2607,0.98
2608,0.76
2609,1.0
2610,1.0
2611,0.98
2612,0.91
2613,0.76
2614,0.49
2615,0.8
2616,0.64
2617,1.0
2618,0.94
2619,0.96
2620,0.87
2621,0.99
2622,0.8
2623,0.74
2624,0.97
2625,0.3
2626,0.96
2627,0.97
2628,0.99
2629,0.91
2630,0.89
2631,0.9933333333333333
2632,0.87
2633,0.85
2634,1.0
2635,0.86
2636,0.99
2637,0.97
2638,0.98
2639,0.97
2640,0.92
2641,0.91
2642,1.0
2643,0.59
2644,0.86
2645,1.0
2646,0.92
2647,0.54
2648,0.98
2649,0.92
2650,0.84
2651,0.22
2652,0.43
2653,0.84
2654,0.85
2655,0.75
2656,1.0
2657,1.0
2658,0.95
2659,0.91
2660,0.93
2661,0.68
2662,0.88
2663,0.52
2664,0.92
2665,0.84
2666,0.99
2667,1.0
2668,0.79
2669,0.94
2670,0.91
2671,0.97
2672,0.97
2673,0.5
2674,0.78
2675,0.88
2676,0.91
2677,0.99
2678,0.34
2679,0.88
2680,1.0
2681,0.81
2682,0.32
2683,1.0
2684,0.93
2685,1.0
2686,0.77
2687,0.94
2688,0.7
2689,0.99
2690,0.99
2691,0.96
2692,1.0
2693,0.96
2694,0.9
2695,0.7
2696,0.38
2697,0.86
2698,0.79
2699,0.97
2700,0.93
2701,0.72
2702,0.2
2703,0.99
2704,0.93
2705,1.0
2706,1.0
2707,0.79
2708,0.63
2709,0.42
2710,0.85
2711,0.21
2712,0.98
2713,0.96
2714,0.38
2715,0.99
2716,0.96
2717,0.74
2718,0.82
2719,1.0
2720,0.89
2721,0.93
2722,0.99
2723,0.965
2724,0.79
2725,0.94
2726,0.98
2727,1.0
2728,0.99
2729,0.98
2730,0.96
2731,0.58
2732,0.67
2733,0.85
2734,1.0
2735,0.67
2736,0.7
2737,0.48
2738,0.38
2739,0.96
2740,0.93
2741,0.96
2742,0.54
2743,0.87
2744,0.12
2745,0.87
2746,0.65
2747,0.89
2748,1.0
2749,0.89
2750,0.91
2751,0.76
2752,0.92
2753,0.98
2754,0.95
2755,0.96
2756,0.45
2757,0.43
2758,0.41
2759,0.99
2760,0.76
2761,0.97
2762,0.99
2763,0.97
2764,0.78
2765,0.94
2766,0.6
2767,0.97
2768,0.82
2769,0.99
2770,0.77
2771,0.82
2772,0.73
2773,1.0
2774,0.97
2775,0.8
2776,0.98
2777,0.4
2778,0.89
2779,0.98
2780,1.0
2781,0.93
2782,0.96
2783,0.83
2784,0.64
2785,0.8
2786,0.95
2787,0.6
2788,0.99
2789,0.85
2790,1.0
2791,0.38
2792,1.0
2793,1.0
2794,0.88
2795,0.67
2796,0.99
2797,0.85
2798,0.98
2799,0.93
2800,0.99
2801,0.98
2802,0.97
2803,0.91
2804,0.95
2805,0.86
2806,0.61
2807,0.81
2808,0.95
2809,0.78
2810,0.85
2811,0.57
2812,0.84
2813,1.0
2814,0.93
2815,0.93
2816,0.98
2817,0.95
2818,1.0
2819,0.79
2820,0.57
2821,1.0
2822,0.65
2823,0.99
2824,0.65
2825,0.99
2826,0.97
2827,0.99
2828,0.67
2829,1.0
2830,0.8
2831,1.0
2832,0.96
2833,0.98
2834,0.94
2835,0.58
2836,0.93
2837,0.59
2838,0.99
2839,0.92
2840,0.85
2841,0.98
2842,0.95
2843,0.89
2844,0.98
2845,0.8
2846,1.0
2847,0.59
2848,0.2
2849,0.73
2850,0.98
2851,0.62
2852,0.41
2853,0.33
2854,0.95
2855,1.0
2856,0.96
2857,0.9
2858,0.44
2859,0.76
2860,0.54
2861,0.86
2862,0.85
2863,0.85
2864,0.9008333333333333
2865,0.95
2866,0.93
2867,0.88
2868,0.45
2869,0.73
2870,0.98
2871,0.76
2872,0.79
2873,0.94
2874,0.96
2875,0.71
2876,0.76
2877,0.89
2878,0.92
2879,0.93
2880,1.0
2881,0.98
2882,0.91
2883,0.46
2884,0.89
2885,0.93
2886,0.97
2887,0.95
2888,0.79
2889,0.98
2890,0.84
2891,0.96
2892,0.54
2893,0.34
2894,0.98
2895,1.0
2896,0.99
2897,0.83
2898,1.0
2899,0.89
2900,0.91
2901,0.49
2902,1.0
2903,0.92
2904,0.98
2905,0.94
2906,0.85
2907,0.97
2908,0.92
2909,0.85
2910,0.71
2911,0.74
2912,0.84
2913,0.9
2914,0.84
2915,0.4
2916,1.0
2917,1.0
2918,0.83
2919,0.95
2920,0.95
2921,1.0
2922,0.99
2923,0.95
2924,0.92
2925,0.87
2926,0.89
2927,0.72
2928,0.99
2929,0.97
2930,0.77
2931,0.86
2932,0.88
2933,0.85
2934,0.78
2935,0.96
2936,0.91
2937,0.77
2938,0.47
2939,0.92
2940,0.66
2941,0.99
2942,0.78
2943,0.98
2944,0.99
2945,0.98
2946,1.0
2947,0.98
2948,0.9
2949,0.99
2950,0.85
2951,0.97
2952,0.96
2953,0.98
2954,0.74
2955,0.64
2956,0.99
2957,0.93
2958,0.98
2959,0.5
2960,0.86
2961,0.87
2962,0.93
2963,0.5
2964,0.95
2965,0.96
2966,0.9
2967,0.91
2968,0.95
2969,0.61
2970,0.78
2971,0.86
2972,0.96
2973,0.97
2974,0.88
2975,0.77
2976,0.53
2977,0.78
2978,0.61
2979,0.79
2980,0.94
2981,0.87
2982,0.94
2983,1.0
2984,0.97
2985,0.98
2986,0.7
2987,0.68
2988,0.92
2989,0.68
2990,0.8883333333333333
2991,0.83
2992,1.0
2993,0.92
2994,0.77
2995,0.98
2996,0.97
2997,0.95
2998,0.41
2999,0.96
3000,1.0
3001,0.86
3002,0.89
3003,1.0
3004,0.44
3005,1.0
3006,0.45
3007,0.97
3008,0.87
3009,0.43
3010,0.98
3011,0.69
3012,0.97
3013,0.59
3014,0.75
3015,0.37
3016,0.96
3017,0.99
3018,0.43
3019,0.62
3020,0.96
3021,0.39
3022,0.87
3023,0.89
3024,0.99
3025,0.94
3026,0.94
3027,0.74
3028,0.81
3029,1.0
3030,0.99
3031,0.27
3032,0.99
3033,0.8633333333333333
3034,0.59
3035,0.76
3036,0.35
3037,0.94
3038,0.95
3039,0.57
3040,0.95
3041,0.97
3042,0.21
3043,0.97
3044,0.41
3045,0.9
3046,0.96
3047,0.95
3048,0.59
3049,0.94
3050,0.9
3051,0.89
3052,0.92
3053,0.91
3054,0.7
3055,0.96
3056,0.97
3057,0.97
3058,0.85
3059,0.89
3060,1.0
3061,0.89
3062,0.73
3063,0.33
3064,0.94
3065,0.97
3066,0.71
3067,0.64
3068,0.99
3069,0.99
3070,0.97
3071,0.96
3072,0.97
3073,0.68
3074,0.94
3075,0.92
3076,1.0
3077,0.84
3078,0.99
3079,0.92
3080,0.81
3081,0.98
3082,0.7
3083,0.9
3084,0.98
3085,0.99
3086,0.74
3087,0.65
3088,1.0
3089,0.97
3090,0.33
3091,0.85
3092,0.6
3093,0.85
3094,0.84
3095,0.5
3096,1.0
3097,0.95
3098,0.9
3099,0.96
3100,0.96
3101,0.79
3102,0.98
3103,0.95
3104,1.0
3105,0.95
3106,0.92
3107,0.95
3108,1.0
3109,0.96
3110,0.99
3111,0.83
3112,0.51
3113,0.87
3114,0.87
3115,0.94
3116,0.82
3117,0.99
3118,0.9
3119,0.37
3120,0.97
3121,0.88
3122,1.0
3123,0.97
3124,0.67
3125,0.26
3126,0.75
3127,0.89
3128,0.95
3129,0.7
3130,0.98
3131,0.97
3132,0.94
3133,0.91
3134,0.75
3135,0.95
3136,0.75
3137,0.76
3138,0.84
3139,0.9
3140,0.98
3141,0.95
3142,0.99
3143,0.99
3144,0.99
3145,0.63
3146,0.98
3147,0.97
3148,0.7626666666666666
3149,0.38
3150,0.93
3151,0.82
3152,0.95
3153,0.92
3154,0.99
3155,0.88
3156,0.26
3157,0.96
3158,0.64
3159,0.46
3160,0.98
3161,0.53
3162,1.0
3163,0.95
3164,0.95
3165,0.97
3166,0.88
3167,0.78
3168,0.68
3169,0.83
3170,0.94
3171,0.96
3172,0.99
3173,0.97
3174,1.0
3175,1.0
3176,0.95
3177,0.98
3178,0.59
3179,0.97
3180,0.94
3181,0.87
3182,0.71
3183,0.99
3184,0.94
3185,0.94
3186,0.97
3187,0.76
3188,0.99
3189,0.99
3190,1.0
3191,0.93
3192,0.99
3193,0.66
3194,0.57
3195,0.81
3196,0.98
3197,0.22
3198,0.91
3199,0.81
3200,0.99
3201,0.83
3202,0.97
3203,0.88
3204,1.0
3205,0.98
3206,0.66
3207,0.96
3208,0.99
3209,0.91
3210,0.66
3211,0.76
3212,0.96
3213,0.84
3214,0.8
3215,0.93
3216,0.96
3217,0.93
3218,0.89
3219,0.95
3220,0.41
3221,0.61
3222,0.27
3223,0.74
3224,0.42
3225,0.52
3226,0.89
3227,0.4
3228,0.99
3229,0.91
3230,0.98
3231,1.0
3232,0.79
3233,0.99
3234,0.93
3235,0.94
3236,0.87
3237,0.95
3238,0.94
3239,0.97
3240,0.57
3241,0.83
3242,0.38
3243,0.92
3244,0.82
3245,0.98
3246,0.98
3247,0.92
3248,0.92
3249,0.94
3250,0.98
3251,0.95
3252,0.96
3253,0.92
3254,0.33
3255,0.85
3256,0.97
3257,0.87
3258,0.93
3259,1.0
3260,0.92
3261,1.0
3262,0.97
3263,1.0
3264,0.92
3265,0.85
3266,1.0
3267,0.54
3268,0.93
3269,0.72
3270,0.12
3271,0.97
3272,0.98
3273,0.91
3274,0.93
3275,1.0
3276,0.96
3277,0.66
3278,0.99
3279,0.85
3280,0.97
3281,0.74
3282,0.97
3283,0.41
3284,0.81
3285,0.98
3286,0.83
3287,0.51
3288,0.8
3289,0.98
3290,1.0
3291,0.91
3292,0.83
3293,0.96
3294,0.91
3295,0.95
3296,0.83
3297,0.91
3298,0.84
3299,0.86
3300,0.96
3301,1.0
3302,0.93
3303,0.9
3304,0.34
3305,0.97
3306,0.99
3307,0.76
3308,0.99
3309,0.89
3310,0.99
3311,0.8
3312,0.81
3313,0.7
3314,0.76
3315,0.67
3316,0.84
3317,0.26
3318,1.0
3319,0.92
3320,0.86
3321,1.0
3322,0.95
3323,0.95
3324,0.79
3325,0.74
3326,0.8
3327,0.85
3328,0.82
3329,0.8
3330,0.99
3331,0.59
3332,0.77
3333,0.87
3334,0.83
3335,0.97
3336,0.95
3337,1.0
3338,0.37
3339,0.89
3340,0.79
3341,0.99
3342,0.82
3343,0.96
3344,0.9291666666666667
3345,0.93
3346,0.93
3347,0.41
3348,0.62
3349,0.95
3350,0.81
3351,0.91
3352,0.96
3353,1.0
3354,1.0
3355,0.56
3356,0.48
3357,0.89
3358,0.95
3359,0.9
3360,0.95
3361,0.89
3362,0.92
3363,1.0
3364,0.3
3365,0.44
3366,0.75
3367,0.97
3368,0.55
3369,0.86
3370,0.86
3371,0.9
3372,0.93
3373,1.0
3374,0.98
3375,0.98
3376,0.99
3377,0.8242857142857143
3378,0.61
3379,0.95
3380,0.5
3381,0.57
3382,0.73
3383,0.99
3384,0.86
3385,0.69
3386,0.93
3387,0.86
3388,0.97
3389,0.25
3390,0.93
3391,0.78
3392,0.99
3393,0.99
3394,1.0
3395,0.88
3396,0.65
3397,0.88
3398,0.94
3399,0.81
3400,0.9
3401,0.96
3402,1.0
3403,0.9
3404,0.61
3405,0.96
3406,0.89
3407,0.87
3408,0.98
3409,0.99
3410,1.0
3411,0.85
3412,0.92
3413,0.92
3414,1.0
3415,0.96
3416,0.72
3417,0.31
3418,0.49
3419,0.77
3420,0.58
3421,0.88
3422,0.85
3423,0.93
3424,0.45
3425,0.97
3426,0.85
3427,0.93
3428,0.95
3429,0.75
3430,0.94
3431,1.0
3432,0.76
3433,0.98
3434,0.61
3435,0.96
3436,0.93
3437,0.95
3438,0.89
3439,0.98
3440,0.86
3441,0.95
3442,1.0
3443,0.9
3444,0.69
3445,0.82
3446,0.96
3447,0.94
3448,0.99
3449,0.67
3450,0.62
3451,1.0
3452,0.94
3453,0.33
3454,0.99
3455,0.85
3456,0.31
3457,0.49
3458,0.82
3459,0.97
3460,0.94
3461,0.51
3462,0.99
3463,0.99
3464,0.8348333333333333
3465,0.96
3466,0.92
3467,0.49
3468,0.93
3469,1.0
3470,0.99
3471,0.92
3472,0.9625
3473,0.83
3474,0.92
3475,1.0
3476,0.96
3477,0.92
3478,0.96
3479,0.91
3480,1.0
3481,0.32
3482,0.89
3483,0.88
3484,0.91
3485,0.75
3486,0.82
3487,0.96
3488,0.94
3489,0.7
3490,0.29
3491,0.92
3492,0.41
3493,0.87
3494,0.91
3495,0.93
3496,0.59
3497,0.89
3498,0.91
3499,0.93
3500,1.0
3501,0.93
3502,0.97
3503,1.0
3504,0.89
3505,0.39
3506,1.0
3507,0.93
3508,0.97
3509,0.52
3510,0.92
3511,0.94
3512,0.71
3513,0.91
3514,0.93
3515,0.85
3516,0.36
3517,0.98
3518,0.96
3519,0.95
3520,0.95
3521,0.98
3522,0.98
3523,0.99
3524,1.0
3525,0.64
3526,0.98
3527,0.97
3528,0.96
3529,0.95
3530,0.69
3531,0.67
3532,0.89
3533,0.97
3534,0.85
3535,0.99
3536,0.81
3537,0.91
3538,0.8
3539,0.27
3540,0.85
3541,0.97
3542,0.98
3543,0.98
3544,0.99
3545,0.89
3546,0.83
3547,0.97
3548,0.97
3549,0.99
3550,0.75
3551,0.91
3552,0.74
3553,0.98
3554,0.76
3555,0.88
3556,0.95
3557,0.85
3558,1.0
3559,0.6
3560,0.83
3561,0.99
3562,1.0
3563,0.97
3564,0.84
3565,0.9466666666666668
3566,1.0
3567,0.83
3568,0.96
3569,0.97
3570,0.44
3571,0.76
3572,1.0
3573,0.96
3574,0.9
3575,0.84
3576,0.34
3577,0.9
3578,0.98
3579,0.93
3580,1.0
3581,0.94
3582,0.46
3583,0.99
3584,0.94
3585,0.96
3586,0.89
3587,0.78
3588,0.92
3589,0.67
3590,0.97
3591,0.94
3592,0.98
3593,1.0
3594,0.97
3595,1.0
3596,0.76
3597,0.64
3598,0.98
3599,0.96
3600,0.99
3601,1.0
3602,0.86
3603,0.92
3604,0.98
3605,0.86
3606,0.26
3607,0.8
3608,0.87
3609,0.2
3610,0.93
3611,0.84
3612,0.99
3613,0.99
3614,0.97
3615,0.86
3616,0.99
3617,0.78
3618,0.96
3619,1.0
3620,0.87
3621,0.99
3622,0.46
3623,0.99
3624,0.99
3625,0.91
3626,0.98
3627,0.18
3628,0.91
3629,0.98
3630,1.0
3631,0.78
3632,0.99
3633,0.96
3634,0.83
3635,0.86
3636,0.91
3637,0.92
3638,1.0
3639,0.84
3640,0.97
3641,0.95
3642,0.91
3643,0.84
3644,0.9
3645,0.93
3646,0.9
3647,0.94
3648,0.99
3649,0.97
3650,0.83
3651,0.37
3652,1.0
3653,0.98
3654,0.95
3655,0.32
3656,0.96
3657,0.95
3658,0.99
3659,0.95
3660,0.94
3661,0.99
3662,0.95
3663,0.96
3664,0.99
3665,0.97
3666,0.99
3667,0.88
3668,0.75
3669,1.0
3670,0.98
3671,0.67
3672,0.99
3673,0.96
3674,0.89
3675,0.82
3676,1.0
3677,0.95
3678,0.98
3679,0.79
3680,0.96
3681,0.97
3682,0.98
3683,0.76
3684,0.93
3685,0.43
3686,0.84
3687,0.81
3688,0.73
3689,0.97
3690,0.92
3691,0.93
3692,0.75
3693,0.96
3694,0.99
3695,0.97
3696,0.93
3697,0.86
3698,1.0
3699,0.8
3700,0.52
3701,0.78
3702,0.37
3703,0.87
3704,0.66
3705,0.83
3706,0.96
3707,0.97
3708,0.95
3709,0.98
3710,0.99
3711,0.75
3712,0.9
3713,0.94
3714,0.86
3715,0.92
3716,1.0
3717,0.9
3718,0.99
3719,0.93
3720,0.98
3721,0.98
3722,0.99
3723,0.93
3724,0.92
3725,0.68
3726,1.0
3727,1.0
3728,1.0
3729,1.0
3730,0.82
3731,0.99
3732,0.32
3733,0.89
3734,0.95
3735,0.99
3736,1.0
3737,0.98
3738,0.99
3739,0.73
3740,0.62
3741,0.9
3742,0.3
3743,0.88
3744,0.92
3745,0.44
3746,0.92
3747,0.99
3748,0.99
3749,1.0
3750,0.84
3751,0.59
3752,1.0
3753,0.75
3754,0.82
3755,0.95
3756,1.0
3757,0.95
3758,0.6
3759,0.89
3760,0.61
3761,0.91
3762,0.45
3763,0.6
3764,0.98
3765,0.87
3766,0.76
3767,0.85
3768,0.88
3769,0.92
3770,0.43
3771,0.87
3772,0.86
3773,0.46
3774,0.54
3775,0.99
3776,0.73
3777,0.5
3778,0.91
3779,0.94
3780,0.98
3781,0.91
3782,0.99
3783,0.99
3784,0.24
3785,0.58
3786,0.99
3787,0.93
3788,1.0
3789,0.58
3790,0.92
3791,0.9
3792,0.96
3793,0.99
3794,0.72
3795,1.0
3796,0.98
3797,0.97
3798,0.79
3799,0.9
3800,0.69
3801,0.9
3802,0.96
3803,0.76
3804,0.98
3805,0.75
3806,0.97
3807,0.95
3808,0.62
3809,0.74
3810,0.87
3811,1.0
3812,1.0
3813,0.99
3814,0.68
3815,0.62
3816,0.78
3817,1.0
3818,0.99
3819,0.81
3820,1.0
3821,0.68
3822,0.47
3823,0.99
3824,0.91
3825,0.72
3826,0.85
3827,0.77
3828,0.9
3829,0.98
3830,0.95
3831,0.79
3832,0.9
3833,0.83
3834,1.0
3835,0.99
3836,0.86
3837,0.69
3838,0.83
3839,1.0
3840,0.54
3841,0.99
3842,0.88
3843,0.84
3844,0.78
3845,0.75
3846,0.82
3847,1.0
3848,0.91
3849,0.84
3850,0.95
3851,0.93
3852,0.97
3853,0.93
3854,0.42
3855,0.77
3856,0.47
3857,0.5
3858,0.94
3859,0.99
3860,0.98
3861,0.82
3862,0.82
3863,0.99
3864,0.27
3865,0.74
3866,0.98
3867,1.0
3868,0.95
3869,0.89
3870,1.0
3871,0.97
3872,0.25
3873,0.98
3874,0.93
3875,0.99
3876,0.9
3877,0.75
3878,0.98
3879,0.22
3880,0.9
3881,1.0
3882,0.96
3883,0.99
3884,0.93
3885,1.0
3886,1.0
3887,1.0
3888,0.9
3889,0.62
3890,0.99
3891,0.88
3892,0.82
3893,0.94
3894,0.96
3895,0.98
3896,0.97
3897,0.78
3898,0.67
3899,0.63
3900,0.97
3901,0.91
3902,0.89
3903,0.93
3904,0.92
3905,1.0
3906,0.89
3907,0.47
3908,0.87
3909,0.84
3910,0.41
3911,1.0
3912,0.91
3913,0.64
3914,1.0
3915,0.85
3916,0.98
3917,0.95
3918,0.89
3919,0.92
3920,0.97
3921,0.77
3922,0.99
3923,0.33
3924,0.81
3925,0.91
3926,1.0
3927,0.9
3928,0.96
3929,0.95
3930,0.83
3931,0.94
3932,0.88
3933,0.94
3934,0.94
3935,0.9
3936,0.96
3937,0.98
3938,0.99
3939,0.95
3940,0.9
3941,0.97
3942,0.44
3943,0.87
3944,0.9
3945,0.88
3946,0.96
3947,0.8
3948,0.12
3949,0.62
3950,1.0
3951,0.98
3952,1.0
3953,0.96
3954,0.96
3955,0.81
3956,0.19
3957,0.94
3958,0.89
3959,0.95
3960,0.92
3961,0.79
3962,0.19
3963,0.97
3964,0.97
3965,0.79
3966,1.0
3967,0.98
3968,0.99
3969,0.84
3970,0.9
3971,0.73
3972,1.0
3973,0.94
3974,0.99
3975,0.99
3976,0.89
3977,0.86
3978,0.98
3979,0.56
3980,0.98
3981,1.0
3982,0.93
3983,0.9
3984,0.94
3985,0.34
3986,0.89
3987,0.94
3988,0.42
3989,0.91
3990,0.95
3991,0.18
3992,1.0
3993,0.97
3994,0.85
3995,1.0
3996,0.84
3997,0.96
3998,0.99
3999,1.0
4000,0.98
4001,0.59
4002,0.6
4003,1.0
4004,1.0
4005,1.0
4006,0.77
4007,0.98
4008,0.86
4009,0.67
4010,0.51
4011,0.97
4012,0.83
4013,0.91
4014,0.98
4015,0.98
4016,0.93
4017,0.41
4018,0.98
4019,0.99
4020,0.94
4021,0.99
4022,0.81
4023,0.83
4024,0.92
4025,0.89
4026,0.99
4027,0.97
4028,0.8675
4029,0.98
4030,0.84
4031,0.99
4032,0.87
4033,0.77
4034,0.98
4035,0.97
4036,0.66
4037,0.83
4038,0.91
4039,0.98
4040,0.97
4041,0.89
4042,0.96
4043,0.23
4044,0.6
4045,0.94
4046,0.86
4047,0.82
4048,0.95
4049,0.59
4050,0.58
4051,0.35
4052,0.91
4053,0.91
4054,0.97
4055,1.0
4056,0.87
4057,0.93
4058,0.97
4059,0.89
4060,0.97
4061,0.98
4062,0.88
4063,0.53
4064,0.95
4065,0.85
4066,0.71
4067,0.89
4068,0.92
4069,0.63
4070,0.87
4071,0.7
4072,0.98
4073,1.0
4074,0.96
4075,0.93
4076,0.96
4077,0.99
4078,0.62
4079,0.28
4080,0.89
4081,0.91
4082,0.85
4083,0.98
4084,0.83
4085,0.99
4086,0.86
4087,0.66
4088,0.96
4089,0.95
4090,0.88
4091,0.91
4092,0.99
4093,0.88
4094,0.89
4095,0.37
4096,0.94
4097,0.99
4098,0.18
4099,0.96
4100,0.7
4101,0.98
4102,0.98
4103,0.97
4104,0.99
4105,0.95
4106,0.89
4107,0.84
4108,0.96
4109,0.93
4110,0.84
4111,0.51
4112,0.97
4113,1.0
4114,0.67
4115,0.95
4116,0.76
4117,0.97
4118,0.69
4119,0.93
4120,0.63
